id,game,code,name,aka,faction,domain,kind,tech,role,description,hp,cost_metal,cost_energy,build_time,speed,weapons,image
bar-armanni,bar,armanni,Pulsar,Tachyon Accelerator,arm,structure,Tachyon Accelerator,2,t3_arty_static,Tachyon Accelerator,6100,3500,74000,52000,,Heavy long-range g2g tachyon accelerator beam,img/bar/armanni.png
bar-cortermite,bar,cortermite,Termite,Heavy All-terrain Assault Spider,core,land,Heavy All-terrain Assault Spider,2,t2_tank,Heavy All-terrain Assault Spider,3100,540,8100,17000,50,HeatRay,img/bar/cortermite.png
bar-leganavalaaturret,bar,leganavalaaturret,Fulmen,Advanced Anti-Air Floating Gatling Turret,legion,other,Advanced Anti-Air Floating Gatling Turret,2,t2_flak,Advanced Anti-Air Floating Gatling Turret,2000,890,25000,23100,,Dual Rotary Microflak Cannons,img/bar/leganavalaaturret.png
bar-legmine3,bar,legmine3,Heavy Mine,,legion,other,Heavy Mine,1,other,Heavy Mine,11,50,2800,700,,BOOM,img/bar/legmine3.png
bar-armjanus,bar,armjanus,Janus,Twin Medium Rocket Launcher,arm,land,Twin Medium Rocket Launcher,1,t1_arty,Twin Medium Rocket Launcher,1030,240,2600,3550,54,Heavy g2g dual-missile launcher,img/bar/armjanus.png
bar-legeheatraymech,bar,legeheatraymech,Sol Invictus,Experimental Dual Heat-Ray/Riot Mech,legion,other,Experimental Dual Heat-Ray/Riot Mech,3,experimental,Experimental Dual Heat-Ray/Riot Mech,110000,23500,615000,585250,40,Footsteps | Targeting System | Ultra Heavy Riot Autocannon | Anti-Air Flak Cannon | Experimental Thermal Ordnance Generators,img/bar/legeheatraymech.png
bar-legch,bar,legch,Construction Hovercraft,Tech 1 Constructor,legion,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,1390,185,2600,4360,72.9,,img/bar/legch.png
bar-corthud,bar,corthud,Thug,Light Plasma Bot,core,land,Light Plasma Bot,1,t1_arty,Light Plasma Bot,1100,140,1150,2100,45,PlasmaCannon,img/bar/corthud.png
bar-legcib,bar,legcib,Blindfold,"Drops a Juno Bomb to Remove Mines, Scouts, Radars, and Jammers",legion,air,"Drops a Juno Bomb to Remove Mines, Scouts, Radars, and Jammers",1,other,"Drops a Juno Bomb to Remove Mines, Scouts, Radars, and Jammers",890,100,3500,4200,300.0,Anti radar/minefield/jammer magnetic impulse bomb,img/bar/legcib.png
bar-leguwmstore,bar,leguwmstore,Naval Metal Storage,Increases Metal Storage (3000),legion,other,Increases Metal Storage (3000),1,other,Increases Metal Storage (3000),2100,340,590,2920,,,img/bar/leguwmstore.png
bar-armhp,bar,armhp,Hovercraft Platform,Builds Hovercraft,arm,structure,Builds Hovercraft,1,t1_factory_land,Builds Hovercraft,3350,670,2000,8700,,,img/bar/armhp.png
bar-legmstor,bar,legmstor,Metal Storage,Increases Metal Storage (3000),legion,structure,Increases Metal Storage (3000),1,other,Increases Metal Storage (3000),2100,340,590,2920,,,img/bar/legmstor.png
bar-legafus,bar,legafus,Advanced Fusion Reactor,Produces 3300 Energy (Hazardous),legion,other,Produces 3300 Energy (Hazardous),2,t2_energy,Produces 3300 Energy (Hazardous),9400,10500,69000,340000,,,img/bar/legafus.png
bar-corvrad,bar,corvrad,Omen,Radar Vehicle,core,land,Radar Vehicle,2,t1_radar,Radar Vehicle,570,92,1300,5000,48,,img/bar/corvrad.png
bar-armthor,bar,armthor,Thor,Experimental Terminator Tank,arm,land,Experimental Terminator Tank,3,experimental,Experimental Terminator Tank,56000,9000,240000,320000,54,Long Range EMP laser | Heavy Lighting Cannon | Heavy long-range g2g EMP starburst rocket,img/bar/armthor.png
bar-coratl,bar,coratl,Lamprey,Advanced Torpedo Launcher,core,structure,Advanced Torpedo Launcher,2,other,Advanced Torpedo Launcher,2800,1050,8500,10900,,Long-range advanced torpedo launcher,img/bar/coratl.png
bar-armsehak,bar,armsehak,Horizon,Advanced Radar / Sonar Plane,arm,air,Advanced Radar / Sonar Plane,1,t1_radar,Advanced Radar / Sonar Plane,580,125,7000,11000,338.10001,,img/bar/armsehak.png
bar-leggant,bar,leggant,Experimental Gantry,Produces Experimental Units,legion,other,Produces Experimental Units,3,t2_factory_land,Produces Experimental Units,17800,8400,62000,67300,,,img/bar/leggant.png
bar-armuwgeo,bar,armuwgeo,Offshore Geothermal Powerplant,Produces 300 Energy,arm,structure,Produces 300 Energy,1,t1_energy,Produces 300 Energy,,,,13100,,,img/bar/armuwgeo.png
bar-armuwms,bar,armuwms,Naval Metal Storage,Increases Metal Storage (3000),arm,structure,Increases Metal Storage (3000),1,other,Increases Metal Storage (3000),3600,330,570,2920,,,img/bar/armuwms.png
bar-armanac,bar,armanac,Crocodile,Hovertank,arm,land,Hovertank,1,t1_hover,Hovertank,1530,270,2400,3000,69.99,Medium g2g plasma cannon,img/bar/armanac.png
bar-corvroc,bar,corvroc,Negotiator,Stealthy Rocket Launcher - good vs. static defense,core,land,Stealthy Rocket Launcher - good vs. static defense,2,t2_mml,Stealthy Rocket Launcher - good vs. static defense,1390,880,6700,20000,33,Rocket,img/bar/corvroc.png
bar-legsptorpgunship,bar,legsptorpgunship,Ladon,Torpedo Seaplane Gunship,legion,air,Torpedo Seaplane Gunship,1,t2_gunship,Torpedo Seaplane Gunship,900,190,5000,10720,273,VTOL Torpedo Launcher,img/bar/legsptorpgunship.png
bar-legadveconv,bar,legadveconv,Advanced Energy Converter,Converts 600 energy into 10.3 metal per sec,legion,other,Converts 600 energy into 10.3 metal per sec,2,other,Converts 600 energy into 10.3 metal per sec,560,370,21000,31300,,,img/bar/legadveconv.png
bar-armshltxuw,bar,armshltxuw,Experimental Gantry,Produces Large Amphibious Units,arm,structure,Produces Large Amphibious Units,3,t2_factory_land,Produces Large Amphibious Units,16000,7900,58000,62000,,,img/bar/armshltxuw.png
bar-legestor,bar,legestor,Energy Storage,Increases Energy Storage (6000),legion,other,Increases Energy Storage (6000),1,t1_energy,Increases Energy Storage (6000),2000,175,1800,4260,,,img/bar/legestor.png
bar-armcroc,bar,armcroc,Turtle,Heavy Amphibious Tank,arm,land,Heavy Amphibious Tank,2,t2_amphib,Heavy Amphibious Tank,5000,750,15000,21000,54,Medium g2g gauss-cannon | Light g2a missile launcher,img/bar/armcroc.png
bar-corpyro,bar,corpyro,Fiend,Fast Assault Bot,core,land,Fast Assault Bot,2,t2_tank,Fast Assault Bot,1060,200,3000,6500,82.5,FlameThrower,img/bar/corpyro.png
bar-legsnapper,bar,legsnapper,Snapper,Amphibious Screwdrive Bomb,legion,land,Amphibious Screwdrive Bomb,2,other,Amphibious Screwdrive Bomb,550,60,5600,9260,81.0,Self-destruction | Crawlingbomb Dummy Weapon,img/bar/legsnapper.png
bar-armfrad,bar,armfrad,Naval Radar / Sonar Tower,Early Warning System,arm,structure,Early Warning System,1,t1_radar,Early Warning System,110,130,1000,1800,,,img/bar/armfrad.png
bar-leganavalfusion,bar,leganavalfusion,Naval Fusion Reactor,Produces 1200 Energy,legion,other,Produces 1200 Energy,2,t2_energy,Produces 1200 Energy,5900,5400,34000,105000,,,img/bar/leganavalfusion.png
bar-armferret,bar,armferret,Ferret,Pop-Up Anti-Air Missile Battery,arm,structure,Pop-Up Anti-Air Missile Battery,1,t1_aa_turret,Pop-Up Anti-Air Missile Battery,1330,360,5700,5800,,Pop-up rapid-fire g2a missile launcher,img/bar/armferret.png
bar-coramsub,bar,coramsub,Amphibious Complex,Produces Amphibious / Underwater Units,core,structure,Produces Amphibious / Underwater Units,1,t1_factory_land,Produces Amphibious / Underwater Units,2800,1200,5600,11400,,,img/bar/coramsub.png
bar-armmine1,bar,armmine1,Light Mine,,arm,structure,Light Mine,1,other,Light Mine,11,7,270,100,,Crawlingbomb Dummy Weapon,img/bar/armmine1.png
bar-cordl,bar,cordl,Jellyfish,Coastal Torpedo Launcher,core,structure,Coastal Torpedo Launcher,1,other,Coastal Torpedo Launcher,2350,250,2200,6200,,Depthcharge launcher,img/bar/cordl.png
bar-armconsul,bar,armconsul,Consul,Combat Engineer,arm,land,Combat Engineer,2,t2_engineer,Combat Engineer,1080,250,4300,8500,78,,img/bar/armconsul.png
bar-legajamk,bar,legajamk,Tiresias,Mobile Jammer Bot,legion,land,Mobile Jammer Bot,2,other,Mobile Jammer Bot,345,75,1550,6280,39,,img/bar/legajamk.png
bar-leggantuw,bar,leggantuw,Experimental Gantry,Produces Large Amphibious Units,legion,other,Produces Large Amphibious Units,3,t2_factory_land,Produces Large Amphibious Units,17800,8400,62000,67300,,,img/bar/leggantuw.png
bar-corsktl,bar,corsktl,Skuttle,Advanced Amphibious Crawling Bomb,core,land,Advanced Amphibious Crawling Bomb,2,other,Advanced Amphibious Crawling Bomb,355,755,27000,23000,84,Mine Detonator | Crawlingbomb Dummy Weapon,img/bar/corsktl.png
bar-legmine1,bar,legmine1,Light Mine,,legion,other,Light Mine,1,other,Light Mine,11,7,270,100,,BOOM,img/bar/legmine1.png
bar-corhvytrans,bar,corhvytrans,Hephaestus,Heavy Transport,core,air,Heavy Transport,1,t1_transport,Heavy Transport,800,190,4000,8500,100,,img/bar/corhvytrans.png
bar-armcir,bar,armcir,Chainsaw,Medium-Range Anti-Air Missile Battery,arm,structure,Medium-Range Anti-Air Missile Battery,1,t1_aa_turret,Medium-Range Anti-Air Missile Battery,4450,750,7300,12000,,Rapid-fire long-range g2a missile barrel,img/bar/armcir.png
bar-corjuno,bar,corjuno,Juno,Anti Radar / Jammer / Minefield / ScoutSpam Weapon,core,structure,Anti Radar / Jammer / Minefield / ScoutSpam Weapon,1,other,Anti Radar / Jammer / Minefield / ScoutSpam Weapon,2500,660,16000,27700,,Anti radar/minefield/jammer magnetic impulse rocket | juno_pulse_ghost,img/bar/corjuno.png
bar-coruwms,bar,coruwms,Naval Metal Storage,Increases Metal Storage (3000),core,structure,Increases Metal Storage (3000),1,other,Increases Metal Storage (3000),2100,340,590,2920,,,img/bar/coruwms.png
bar-armgate,bar,armgate,Keeper,Plasma Shield,arm,structure,Plasma Shield,2,shield,Plasma Shield,3550,3000,54000,55000,,PlasmaRepulsor,img/bar/armgate.png
bar-corca,bar,corca,Construction Aircraft,Tech 1 Constructor,core,air,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,161,115,3200,8360,201,,img/bar/corca.png
bar-legmine2,bar,legmine2,Medium Mine,,legion,other,Medium Mine,1,other,Medium Mine,11,25,1050,300,,BOOM,img/bar/legmine2.png
bar-legflak,bar,legflak,Pluto,Anti-Air Minigun,legion,other,Anti-Air Minigun,2,t2_flak,Anti-Air Minigun,1750,820,13000,19000,,Dual Rotary Microflak Cannons,img/bar/legflak.png
bar-legadvestore,bar,legadvestore,Hardened Energy Storage,Increases Energy Storage (40000),legion,other,Increases Energy Storage (40000),2,t2_energy,Increases Energy Storage (40000),12700,840,11000,20400,,,img/bar/legadvestore.png
bar-armsfig,bar,armsfig,Cyclone,Seaplane Swarmer,arm,air,Seaplane Swarmer,1,other,Seaplane Swarmer,220,90,4500,7000,310.79999,Guided a2a missile launcher,img/bar/armsfig.png
bar-armflash,bar,armflash,Blitz,Fast Assault Tank,arm,land,Fast Assault Tank,1,t1_tank,Fast Assault Tank,750,110,900,1960,101,Rapid-fire close-quarters plasma gun,img/bar/armflash.png
bar-legsolar,bar,legsolar,Solar Collector,Produces 20 Energy,legion,other,Produces 20 Energy,1,t1_energy,Produces 20 Energy,340,155,0,2800,,,img/bar/legsolar.png
bar-armamd,bar,armamd,Citadel,Anti-Nuke System,arm,structure,Anti-Nuke System,2,antinuke,Anti-Nuke System,3300,1500,38000,60000,,ICBM intercepting missile launcher,img/bar/armamd.png
bar-armjam,bar,armjam,Umbra,Radar Jammer Vehicle,arm,land,Radar Jammer Vehicle,2,other,Radar Jammer Vehicle,510,105,1700,7000,33,,img/bar/armjam.png
bar-leglob,bar,leglob,Satyr,Light Plasma Bot,legion,land,Light Plasma Bot,1,t1_light_bot,Light Plasma Bot,550,60,400,1100,51.0,Vertical Plasma Cannon | Forwards Plasma Cannon,img/bar/leglob.png
bar-corcv,bar,corcv,Construction Vehicle,Tech 1 Constructor,core,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,1430,145,2100,4160,51,,img/bar/corcv.png
bar-corsfig,bar,corsfig,Bat,Seaplane Swarmer,core,air,Seaplane Swarmer,1,other,Seaplane Swarmer,220,90,4600,6500,315.60001,Guided a2a missile launcher,img/bar/corsfig.png
bar-armsy,bar,armsy,Shipyard,Produces Tech 1 Ships,arm,structure,Produces Tech 1 Ships,1,t1_factory_naval,Produces Tech 1 Ships,4100,450,950,5160,,,img/bar/armsy.png
bar-legah,bar,legah,Alpheus,Anti-Air Hovercraft,legion,land,Anti-Air Hovercraft,1,t1_aa,Anti-Air Hovercraft,1120,210,4300,3300,88.5,Light G2A Gatling Gun,img/bar/legah.png
bar-legeallterrainmech,bar,legeallterrainmech,Myrmidon,Armed All-Terrain Drone Carrier Mech,legion,other,Armed All-Terrain Drone Carrier Mech,3,experimental,Armed All-Terrain Drone Carrier Mech,9200,3950,78000,120250,33,Smart Artillery Targeting System | Heavy Long-Range High-Trajectory Cluster Plasma Cannon | Advanced g2a Salvo Missile Launcher | Dual-Unit Heatray-Drone Control Matrix | Heavy Long-Range Cluster Plasma Cannon | Plasma Cluster Burst,img/bar/legeallterrainmech.png
bar-coruwadvms,bar,coruwadvms,Hardened Metal Storage,Increases Metal Storage (10000),core,structure,Increases Metal Storage (10000),2,other,Increases Metal Storage (10000),11200,760,11000,20500,,,img/bar/coruwadvms.png
bar-armsb,bar,armsb,Tsunami,Seaplane Bomber,arm,air,Seaplane Bomber,1,t1_bomber,Seaplane Bomber,1170,240,7500,10000,267.29999,Medium a2g impulse warheads,img/bar/armsb.png
bar-armalab,bar,armalab,Advanced Bot Lab,Produces Tech 2 Bots,arm,structure,Produces Tech 2 Bots,2,t2_factory_land,Produces Tech 2 Bots,4250,2600,15000,25000,,,img/bar/armalab.png
bar-legmex,bar,legmex,Metal Extractor,Extracts Slightly Reduced Metal and Produces 7 Energy,legion,structure,Extracts Slightly Reduced Metal and Produces 7 Energy,1,t1_mex,Extracts Slightly Reduced Metal and Produces 7 Energy,275,50,500,1880,,,img/bar/legmex.png
bar-armawac,bar,armawac,Oracle,Radar / Sonar Plane,arm,air,Radar / Sonar Plane,2,t1_radar,Radar / Sonar Plane,890,175,8600,16000,317.39999,,img/bar/armawac.png
bar-corsnap,bar,corsnap,Cayman,Hovertank,core,land,Hovertank,1,t1_hover,Hovertank,1720,300,3100,3500,66.99,MediumPlasmaCannon,img/bar/corsnap.png
bar-corsok,bar,corsok,Cataphract,Heavy Laser Hovertank,core,land,Heavy Laser Hovertank,3,experimental,Heavy Laser Hovertank,4200,950,19000,34000,45.3,Disruptor Bolt | Depthcharge launcher,img/bar/corsok.png
bar-armscab,bar,armscab,Umbrella,Mobile All-Terrain Anti-Nuke,arm,land,Mobile All-Terrain Anti-Nuke,2,antinuke,Mobile All-Terrain Anti-Nuke,870,1150,30000,49000,51,ICBM intercepting missile launcher,img/bar/armscab.png
bar-cormine3,bar,cormine3,Heavy Mine,,core,structure,Heavy Mine,1,other,Heavy Mine,11,50,2800,700,,Crawlingbomb Dummy Weapon,img/bar/cormine3.png
bar-corageo,bar,corageo,Advanced Geothermal Powerplant,Produces 1250 Energy (Hazardous),core,structure,Produces 1250 Energy (Hazardous),2,t2_energy,Produces 1250 Energy (Hazardous),4150,1500,27000,48000,,,img/bar/corageo.png
bar-corsala,bar,corsala,Salamander,Medium Heat Ray Amphibious Tank,core,land,Medium Heat Ray Amphibious Tank,2,t2_amphib,Medium Heat Ray Amphibious Tank,2100,350,7000,10500,72,Medium g2g Heat Ray,img/bar/corsala.png
bar-armzeus,bar,armzeus,Welder,Assault Bot,arm,land,Assault Bot,2,t2_tank,Assault Bot,2950,350,6100,9500,47.4,Close-quarters g2g lightning rifle,img/bar/armzeus.png
bar-legkam,bar,legkam,Martyr,Self-destructs to deal explosive damage to target area,legion,other,Self-destructs to deal explosive damage to target area,1,other,Self-destructs to deal explosive damage to target area,160,65,2000,2200,220.0,Mine Detonator | Martyr trigger | Crawlingbomb Dummy Weapon,img/bar/legkam.png
bar-armuwageo,bar,armuwageo,Advanced Geothermal Powerplant,Produces 1250 Energy (Hazardous),arm,structure,Produces 1250 Energy (Hazardous),2,t2_energy,Produces 1250 Energy (Hazardous),,,,50000,,,img/bar/armuwageo.png
bar-legmext15,bar,legmext15,Overcharged Metal Extractor,Extracts Extra Metal at a High Energy Cost,legion,structure,Extracts Extra Metal at a High Energy Cost,1,t1_mex,Extracts Extra Metal at a High Energy Cost,1110,250,5000,5000,,,img/bar/legmext15.png
bar-armmine3,bar,armmine3,Heavy Mine,,arm,structure,Heavy Mine,1,other,Heavy Mine,11,50,2800,700,,Crawlingbomb Dummy Weapon,img/bar/armmine3.png
bar-legabm,bar,legabm,Aegis,Anti-Nuke System,legion,structure,Anti-Nuke System,2,antinuke,Anti-Nuke System,3650,1500,40000,60000,,ICBM intercepting missile launcher,img/bar/legabm.png
bar-armdf,bar,armdf,Decoy Fusion Reactor,"Does not produce Energy, used to confuse the enemy",arm,structure,"Does not produce Energy, used to confuse the enemy",2,t2_energy,"Does not produce Energy, used to confuse the enemy",3800,270,100,7500,,,img/bar/armdf.png
bar-armsam,bar,armsam,Whistler,Missile Truck,arm,land,Missile Truck,1,t1_aa,Missile Truck,820,150,2100,3420,55,Light g2g missile launcher | Light g2a missile launcher,img/bar/armsam.png
bar-corshiva,bar,corshiva,Shiva,Amphibious Siege Mech,core,land,Amphibious Siege Mech,3,experimental,Amphibious Siege Mech,9400,1550,23000,40000,48.3,HeavyRockets | HeavyCannon,img/bar/corshiva.png
bar-armfort,bar,armfort,Fortification Wall,Advanced Fortification,arm,structure,Advanced Fortification,2,wall,Advanced Fortification,8900,40,500,900,,,img/bar/armfort.png
bar-corsolar,bar,corsolar,Solar Collector,Produces 20 Energy,core,structure,Produces 20 Energy,1,t1_energy,Produces 20 Energy,355,150,0,2800,,,img/bar/corsolar.png
bar-armbats,bar,armbats,Dreadnought,Battleship,arm,navy,Battleship,2,t3_battleship,Battleship,9800,3300,22000,50000,57.9,Heavy long-range g2g plasma cannon,img/bar/armbats.png
bar-armlance,bar,armlance,Cormorant,Torpedo Bomber,arm,air,Torpedo Bomber,2,t2_bomber,Torpedo Bomber,1920,400,8000,19000,285,Light homing torpedo launcher,img/bar/armlance.png
bar-legmos,bar,legmos,Mosquito,Light Gunship with Stockpiling Rockets,legion,air,Light Gunship with Stockpiling Rockets,1,t2_gunship,Light Gunship with Stockpiling Rockets,415,110,2000,4000,165.0,Rockets,img/bar/legmos.png
bar-armck,bar,armck,Construction Bot,Tech 1 Constructor,arm,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,690,110,1600,3450,36,,img/bar/armck.png
bar-armpnix,bar,armpnix,Blizzard,Strategic Bomber,arm,air,Strategic Bomber,2,t2_bomber,Strategic Bomber,1130,230,12500,25000,258,Heavy a2g impulse warheads,img/bar/armpnix.png
bar-armatlas,bar,armatlas,Stork,Light Air Transport,arm,air,Light Air Transport,1,t1_transport,Light Air Transport,265,68,1300,3850,207,,img/bar/armatlas.png
bar-armgeo,bar,armgeo,Geothermal Powerplant,Produces 300 Energy,arm,structure,Produces 300 Energy,1,t1_energy,Produces 300 Energy,1940,560,13000,13100,,,img/bar/armgeo.png
bar-armason,bar,armason,Advanced Sonar Station,Extended Sonar,arm,structure,Extended Sonar,2,t1_radar,Extended Sonar,2350,170,2600,6150,,,img/bar/armason.png
bar-armfboy,bar,armfboy,Fatboy,Heavy Plasma Bot,arm,land,Heavy Plasma Bot,2,t2_tank,Heavy Plasma Bot,7800,1400,15000,28000,30,Heavy AoE g2g plasma cannon,img/bar/armfboy.png
bar-armart,bar,armart,Shellshocker,Light Artillery Vehicle,arm,land,Light Artillery Vehicle,1,t1_arty,Light Artillery Vehicle,620,135,2200,3000,54,Long-range high-trajectory g2g plasma cannon,img/bar/armart.png
bar-leghelios,bar,leghelios,Helios,Skirmisher Tank,legion,land,Skirmisher Tank,1,t1_tank,Skirmisher Tank,800,160,2400,2600,69.0,Light g2g Heat Ray,img/bar/leghelios.png
bar-corscreamer,bar,corscreamer,Screamer,Long Range Anti-Air Tower,core,structure,Long Range Anti-Air Tower,2,t2_flak,Long Range Anti-Air Tower,1670,1650,32000,28000,,Long-range heavy g2a missile launcher,img/bar/corscreamer.png
bar-corgol,bar,corgol,Tzar,Very Heavy Assault Tank,core,land,Very Heavy Assault Tank,2,t2_tank,Very Heavy Assault Tank,7800,1650,28000,40000,39,HeavyCannon,img/bar/corgol.png
bar-armaap,bar,armaap,Advanced Aircraft Plant,Produces Tech 2 Aircraft,arm,structure,Produces Tech 2 Aircraft,2,t2_factory_air,Produces Tech 2 Aircraft,3750,2900,29000,32000,,,img/bar/armaap.png
bar-legafcv,bar,legafcv,Aceso,Light Construction Buggy,legion,other,Light Construction Buggy,2,t2_engineer,Light Construction Buggy,450,200,2900,4000,110,,img/bar/legafcv.png
bar-legbart,bar,legbart,Belcher,Napalm / Skirmish Bot,legion,land,Napalm / Skirmish Bot,2,t2_tank,Napalm / Skirmish Bot,1780,550,5500,10000,60.0,HeavyCannon,img/bar/legbart.png
